Code Domaine,Domaine,Code zone,Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"OA","Séries temporelles annuelles","6","Andorre","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","80.788","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","6","Andorre","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","76.965","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","7","Angola","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","25998.34","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","7","Angola","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","29784.193","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","258","Anguilla","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","14.299","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","258","Anguilla","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","14.909","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","8","Antigua-et-Barbuda","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","97.824","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","8","Antigua-et-Barbuda","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","102.012","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","194","Arabie saoudite","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","29944.476","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","194","Arabie saoudite","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","32938.213","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","9","Argentine","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","42539.925","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","9","Argentine","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","44271.041","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","1","Arménie","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","2893.509","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","1","Arménie","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","2930.45","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","22","Aruba","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","103.187","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","22","Aruba","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","105.264","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","10","Australie","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","23150.729","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","10","Australie","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","24450.561","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","11","Autriche","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","8577.782","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","11","Autriche","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","8735.453","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","52","Azerbaïdjan","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","9385.293","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","52","Azerbaïdjan","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","9827.589","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","12","Bahamas","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","377.24","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","12","Bahamas","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","395.361","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","13","Bahreïn","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","1315.411","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","13","Bahreïn","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","1492.584","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","16","Bangladesh","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","157571.292","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","16","Bangladesh","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","164669.751","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","14","Barbade","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","282.509","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","14","Barbade","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","285.719","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","57","Bélarus","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","9478.902","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","57","Bélarus","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","9468.338","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","255","Belgique","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","11151.512","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","255","Belgique","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","11429.336","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","23","Belize","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","344.181","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","23","Belize","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","374.681","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","53","Bénin","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","10004.451","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","53","Bénin","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","11175.692","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","17","Bermudes","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","62.771","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","17","Bermudes","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","61.349","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","18","Bhoutan","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","764.961","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","18","Bhoutan","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","807.61","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","19","Bolivie (État plurinational de)","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","10400.264","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","19","Bolivie (État plurinational de)","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","11051.6","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","80","Bosnie-Herzégovine","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","3604.999","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","80","Bosnie-Herzégovine","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","3507.017","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","20","Botswana","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","2128.507","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","20","Botswana","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","2291.661","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","21","Brésil","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","202408.632","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","21","Brésil","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","209288.278","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","26","Brunéi Darussalam","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","405.716","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","26","Brunéi Darussalam","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","428.697","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","27","Bulgarie","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","7266.141","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","27","Bulgarie","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","7084.571","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","233","Burkina Faso","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","17072.723","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","233","Burkina Faso","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","19193.382","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","29","Burundi","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","9600.186","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","29","Burundi","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","10864.245","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","35","Cabo Verde","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","520.106","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","35","Cabo Verde","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","546.388","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","115","Cambodge","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","15022.692","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","115","Cambodge","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","16005.373","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","32","Cameroun","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","21655.715","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","32","Cameroun","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","24053.727","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","33","Canada","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","35255.495","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","33","Canada","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","36624.199","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","40","Chili","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","17462.982","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","40","Chili","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","18054.726","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","50","Chypre","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","1143.896","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","50","Chypre","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","1179.551","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","44","Colombie","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","47342.981","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","44","Colombie","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","49065.615","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","45","Comores","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","741.5","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","45","Comores","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","813.912","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","46","Congo","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","4751.393","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","46","Congo","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","5260.75","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","48","Costa Rica","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","4706.401","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","48","Costa Rica","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","4905.769","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","107","Côte d'Ivoire","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","21966.312","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","107","Côte d'Ivoire","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","24294.75","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","98","Croatie","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","4277.806","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","98","Croatie","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","4189.353","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","49","Cuba","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","11412.167","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","49","Cuba","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","11484.636","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","54","Danemark","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","5637.817","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","54","Danemark","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","5733.551","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","72","Djibouti","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","896.688","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","72","Djibouti","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","956.985","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","55","Dominique","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","72.4","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","55","Dominique","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","73.925","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","59","Égypte","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","89807.433","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","59","Égypte","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","97553.151","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","60","El Salvador","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","6250.777","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","60","El Salvador","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","6377.853","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","225","Émirats arabes unis","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","9006.263","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","225","Émirats arabes unis","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","9400.145","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","58","Équateur","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","15661.547","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","58","Équateur","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","16624.858","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","178","Érythrée","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","4650.998","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","178","Érythrée","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","5068.831","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","203","Espagne","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","46697.553","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","203","Espagne","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","46354.321","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","63","Estonie","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","1321.56","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","63","Estonie","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","1309.632","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","231","États-Unis d'Amérique","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","315536.676","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","231","États-Unis d'Amérique","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","324459.463","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","238","Éthiopie","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","94887.724","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","238","Éthiopie","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","104957.438","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","185","Fédération de Russie","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","143597.23","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","185","Fédération de Russie","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","143989.754","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","66","Fidji","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","879.715","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","66","Fidji","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","905.502","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","67","Finlande","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","5436.616","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","67","Finlande","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","5523.231","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","68","France","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","63919.917","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","68","France","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","64979.548","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","74","Gabon","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","1817.271","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","74","Gabon","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","2025.137","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","75","Gambie","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","1859.324","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","75","Gambie","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","2100.568","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","73","Géorgie","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","4045.91","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","73","Géorgie","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","3912.061","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","81","Ghana","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","26346.251","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","81","Ghana","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","28833.629","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","82","Gibraltar","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","33.831","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","82","Gibraltar","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","34.571","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","84","Grèce","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","11321.3","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","84","Grèce","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","11159.773","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","86","Grenade","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","105.909","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","86","Grenade","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","107.825","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","85","Groenland","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","56.414","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","85","Groenland","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","56.48","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","87","Guadeloupe","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","451.338","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","87","Guadeloupe","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","449.568","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","88","Guam","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","160.375","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","88","Guam","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","164.229","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","89","Guatemala","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","15596.214","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","89","Guatemala","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","16913.503","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","90","Guinée","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","11536.615","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","90","Guinée","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","12717.176","XU","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
